album,year,number,title,lyric,,
,,reputation,Dancing With Our Hands Tied,If I could dance with you again,51,2017
,,reputation,Dancing With Our Hands Tied,I'd kiss you as the lights went out,52,2017
,,reputation,Dancing With Our Hands Tied,Swaying as the room burned down,53,2017
,,reputation,Dancing With Our Hands Tied,I'd hold you as the water rushes in,54,2017
,,reputation,Dancing With Our Hands Tied,If I could dance with you again,55,2017
,,reputation,Dancing With Our Hands Tied,(Again!),56,2017
,,reputation,Dancing With Our Hands Tied,"Dancing with our hands tied, hands tied",57,2017
,,reputation,Dancing With Our Hands Tied,"(Oh) Yeah, we were dancing",58,2017
,,reputation,Dancing With Our Hands Tied,"Like it was the first time, first time",59,2017
,,reputation,Dancing With Our Hands Tied,"Yeah, we were dancing (oh!)",60,2017
,,reputation,Dancing With Our Hands Tied,"Dancing with our hands tied, hands tied",61,2017
,,reputation,Dancing With Our Hands Tied,(Dancing with our hands tied),62,2017
,,reputation,Dancing With Our Hands Tied,"Yeah, we were dancing",63,2017
,,reputation,Dancing With Our Hands Tied,And I had a bad feeling (had a bad feeling),64,2017
,,reputation,Dancing With Our Hands Tied,But we were dancing,65,2017
,,reputation,Dancing With Our Hands Tied,"Hands tied, hands tied",66,2017
,,reputation,Dancing With Our Hands Tied,(Dancing),67,2017
,,reputation,Dress,Our secret moments in a crowded room,1,2017
,,reputation,Dress,They got no idea about me and you,2,2017
,,reputation,Dress,There is an indentation in the shape of you,3,2017
,,reputation,Dress,"Made your mark on me, a golden tattoo",4,2017
,,reputation,Dress,"All of this silence and patience, pining and anticipation",5,2017
,,reputation,Dress,My hands are shaking from holding back from you,6,2017
,,reputation,Dress,"Ha, ah, ah",7,2017
,,reputation,Dress,"All of this silence and patience, pining and desperately waiting",8,2017
,,reputation,Dress,My hands are shaking from all this,9,2017
,,reputation,Dress,"Ah, ha, ha, ha-ah",10,2017
,,reputation,Dress,Say my name and everything just stops,11,2017
,,reputation,Dress,I don't want you like a best friend,12,2017
,,reputation,Dress,Only bought this dress so you could take it off,13,2017
,,reputation,Dress,"Take it oh, ha, ha, ha-ah",14,2017
,,reputation,Dress,Carve your name into my bedpost,15,2017
,,reputation,Dress,'Cause I don't want you like a best friend,16,2017
,,reputation,Dress,Only bought this dress so you could take it off,17,2017
,,reputation,Dress,"Take it oh, ha, ha, ha-ah",18,2017
,,reputation,Dress,"Inescapable, I'm not even gonna try",19,2017
,,reputation,Dress,"And if I get burned, at least we were electrified",20,2017
,,reputation,Dress,I'm spilling wine in the bathtub,21,2017
,,reputation,Dress,You kiss my face and we're both drunk,22,2017
,,reputation,Dress,Everyone thinks that they know us,23,2017
,,reputation,Dress,But they know nothing about—,24,2017
,,reputation,Dress,"All of this silence and patience, pining and anticipation",25,2017
,,reputation,Dress,My hands are shaking from holding back from you,26,2017
,,reputation,Dress,"Ha, ah, ah",27,2017
,,reputation,Dress,"All of this silence and patience, pining and desperately waiting",28,2017
,,reputation,Dress,My hands are shaking from all this,29,2017
,,reputation,Dress,"Ah, ha, ha, ha-ah",30,2017
,,reputation,Dress,Say my name and everything just stops,31,2017
,,reputation,Dress,I don't want you like a best friend,32,2017
,,reputation,Dress,Only bought this dress so you could take it off,33,2017
,,reputation,Dress,"Take it oh, ha, ha, ha-ah",34,2017
,,reputation,Dress,Carve your name into my bedpost,35,2017
,,reputation,Dress,'Cause I don't want you like a best friend,36,2017
,,reputation,Dress,Only bought this dress so you could take it off,37,2017
,,reputation,Dress,"Take it oh, ha, ha...",38,2017
,,reputation,Dress,"Ha-ah-ah, ha-ah-ah, ha-ah-ah-ah",39,2017
,,reputation,Dress,Only bought this dress so you could take it off,40,2017
,,reputation,Dress,"Ha-ah-ah, ha-ah-ah, ha-ah-ah-ah",41,2017
,,reputation,Dress,Only bought this dress so you could take it off,42,2017
,,reputation,Dress,Flashback when you met me,43,2017
,,reputation,Dress,Your buzzcut and my hair bleached,44,2017
,,reputation,Dress,"Even in my worst times, you could see the best of me",45,2017
,,reputation,Dress,Flashback to my mistakes,46,2017
,,reputation,Dress,"My rebounds, my earthquakes",47,2017
,,reputation,Dress,"Even in my worst lies, you saw the truth in me",48,2017
,,reputation,Dress,And I woke up just in time,49,2017
,,reputation,Dress,Now I wake up by your side,50,2017
,,reputation,Dress,"My one and only, my lifeline",51,2017
,,reputation,Dress,I woke up just in time,52,2017
,,reputation,Dress,Now I wake up by your side,53,2017
,,reputation,Dress,"My hands shake, I can't explain this",54,2017
,,reputation,Dress,"Ah, ha, ha, ha-ah",55,2017
,,reputation,Dress,Say my name and everything just stops...,56,2017
,,reputation,Dress,I don't want you like a best friend,57,2017
,,reputation,Dress,Only bought this dress so you could take it off,58,2017
,,reputation,Dress,"Take it oh, ha, ha, ha-ah",59,2017
,,reputation,Dress,Carve your name into my bedpost,60,2017
,,reputation,Dress,'Cause I don't want you like a best friend,61,2017
,,reputation,Dress,Only bought this dress so you could take it off,62,2017
,,reputation,Dress,"Take it oh, ha, ha, ha-ah",63,2017
,,reputation,Dress,There is an indentation in the shape of you,64,2017
,,reputation,Dress,Only bought this dress so you could take it off,65,2017
,,reputation,Dress,"You made your mark on me, golden tattoo",66,2017
,,reputation,Dress,Only bought this dress so you could take it off,67,2017
,,reputation,This Is Why We Can't Have Nice Things,It was so nice throwing big parties,1,2017
,,reputation,This Is Why We Can't Have Nice Things,Jump into the pool from the balcony,2,2017
,,reputation,This Is Why We Can't Have Nice Things,Everyone swimming in a champagne sea,3,2017
,,reputation,This Is Why We Can't Have Nice Things,And there are no rules when you show up here,4,2017
,,reputation,This Is Why We Can't Have Nice Things,Bass beat rattling the chandelier,5,2017
,,reputation,This Is Why We Can't Have Nice Things,Feeling so Gatsby for that whole year,6,2017
,,reputation,This Is Why We Can't Have Nice Things,So why'd you have to rain on my parade?,7,2017
,,reputation,This Is Why We Can't Have Nice Things,I'm shaking my head and locking the gates,8,2017
,,reputation,This Is Why We Can't Have Nice Things,"This is why we can't have nice things, darling",9,2017
,,reputation,This Is Why We Can't Have Nice Things,Because you break them,10,2017
,,reputation,This Is Why We Can't Have Nice Things,I had to take them away,11,2017
,,reputation,This Is Why We Can't Have Nice Things,"This is why we can't have nice things, honey",12,2017
,,reputation,This Is Why We Can't Have Nice Things,Did you think I wouldn't hear all the things you said about me?,13,2017
,,reputation,This Is Why We Can't Have Nice Things,This is why we can't have nice things,14,2017
,,reputation,This Is Why We Can't Have Nice Things,It was so nice being friends again,15,2017
,,reputation,This Is Why We Can't Have Nice Things,"There I was, giving you a second chance",16,2017
,,reputation,This Is Why We Can't Have Nice Things,But then you stabbed in the back while shaking my hand,17,2017
,,reputation,This Is Why We Can't Have Nice Things,And therein lies the issue,18,2017
,,reputation,This Is Why We Can't Have Nice Things,Friends don't try to trick you,19,2017
,,reputation,This Is Why We Can't Have Nice Things,Get you on the phone and mind-twist you,20,2017
,,reputation,This Is Why We Can't Have Nice Things,And so I took an axe to a mended fence,21,2017
,,reputation,This Is Why We Can't Have Nice Things,But I'm not the only friend you've lost lately,22,2017
,,reputation,This Is Why We Can't Have Nice Things,If only you weren't so shady,23,2017
,,reputation,This Is Why We Can't Have Nice Things,"This is why we can't have nice things, darling",24,2017
,,reputation,This Is Why We Can't Have Nice Things,Because you break them,25,2017
,,reputation,This Is Why We Can't Have Nice Things,I had to take them away,26,2017
,,reputation,This Is Why We Can't Have Nice Things,"This is why we can't have nice things, honey",27,2017
,,reputation,This Is Why We Can't Have Nice Things,Did you think I wouldn't hear all the things you said about me?,28,2017
,,reputation,This Is Why We Can't Have Nice Things,This is why we can't have-,29,2017
,,reputation,This Is Why We Can't Have Nice Things,Here's a toast to my real friends,30,2017
,,reputation,This Is Why We Can't Have Nice Things,They don't care about the he-said-she-said,31,2017
,,reputation,This Is Why We Can't Have Nice Things,And here's to my baby,32,2017
,,reputation,This Is Why We Can't Have Nice Things,He ain't reading what they call me lately,33,2017
,,reputation,This Is Why We Can't Have Nice Things,And here's to my momma,34,2017
,,reputation,This Is Why We Can't Have Nice Things,Had to listen to all this drama,35,2017
,,reputation,This Is Why We Can't Have Nice Things,And here's to you,36,2017
,,reputation,This Is Why We Can't Have Nice Things,'Cause forgiveness is a nice thing to do,37,2017
,,reputation,This Is Why We Can't Have Nice Things,"Haha, I can't even say it with a straight face",38,2017
,,reputation,This Is Why We Can't Have Nice Things,"This is why we can't have nice things, darling (darling)",39,2017
,,reputation,This Is Why We Can't Have Nice Things,Because you break them,40,2017
,,reputation,This Is Why We Can't Have Nice Things,I had to take them away,41,2017
,,reputation,This Is Why We Can't Have Nice Things,"This is why we can't have nice things, honey",42,2017
,,reputation,This Is Why We Can't Have Nice Things,Did you think I wouldn't hear all the things you said about me?,43,2017
,,reputation,This Is Why We Can't Have Nice Things,"This is why we can't have nice things, darling",44,2017
,,reputation,This Is Why We Can't Have Nice Things,(And here's to my real friends),45,2017
,,reputation,This Is Why We Can't Have Nice Things,Because you break them,46,2017
,,reputation,This Is Why We Can't Have Nice Things,I had to take them away,47,2017
,,reputation,This Is Why We Can't Have Nice Things,(And here's to my baby),48,2017
,,reputation,This Is Why We Can't Have Nice Things,"This is why we can't have nice things, darling",49,2017
,,reputation,This Is Why We Can't Have Nice Things,(He didn't care about that he-said-she-said),50,2017
,,reputation,This Is Why We Can't Have Nice Things,Did you think I wouldn't hear all the things you said about me?,51,2017
,,reputation,This Is Why We Can't Have Nice Things,This is why we can't have nice things,52,2017
,,reputation,Call It What You Want,My castle crumbled overnight,1,2017
,,reputation,Call It What You Want,I brought a knife to a gunfight,2,2017
,,reputation,Call It What You Want,"They took the crown, but it's alright",3,2017
,,reputation,Call It What You Want,All the liars are calling me one,4,2017
,,reputation,Call It What You Want,Nobody's heard from me for months,5,2017
,,reputation,Call It What You Want,I'm doin' better than I ever was,6,2017
,,reputation,Call It What You Want,'Cause,7,2017
,,reputation,Call It What You Want,My baby's fit like a daydream,8,2017
,,reputation,Call It What You Want,Walking with his head down,9,2017
,,reputation,Call It What You Want,I'm the one he's walking to,10,2017
,,reputation,Call It What You Want,"So call it what you want, yeah",11,2017
,,reputation,Call It What You Want,Call it what you want to,12,2017
,,reputation,Call It What You Want,My baby's fly like a jet stream,13,2017
,,reputation,Call It What You Want,High above the whole scene,14,2017
,,reputation,Call It What You Want,Loves me like I'm brand new,15,2017
,,reputation,Call It What You Want,"So call it what you want, yeah",16,2017
,,reputation,Call It What You Want,Call it what you want to,17,2017
,,reputation,Call It What You Want,All my flowers grew back as thorns,18,2017
,,reputation,Call It What You Want,Windows boarded up after the storm,19,2017
,,reputation,Call It What You Want,He built a fire just to keep me warm,20,2017
,,reputation,Call It What You Want,All the drama queens taking swings,21,2017
,,reputation,Call It What You Want,All the jokers dressing up as kings,22,2017
,,reputation,Call It What You Want,They fade to nothing when I look at him,23,2017
,,reputation,Call It What You Want,And I know I make the same mistakes every time,24,2017
,,reputation,Call It What You Want,"Bridges burn, I never learn",25,2017
,,reputation,Call It What You Want,At least I did one thing right,26,2017
,,reputation,Call It What You Want,I did one thing right,27,2017
,,reputation,Call It What You Want,"I'm laughing with my lover, makin' forts under covers",28,2017
,,reputation,Call It What You Want,Trust him like a brother,29,2017
,,reputation,Call It What You Want,"Yeah, you know I did one thing right",30,2017
,,reputation,Call It What You Want,Starry eyes sparkin' up my darkest night,31,2017
,,reputation,Call It What You Want,My baby's fit like a daydream,32,2017
,,reputation,Call It What You Want,Walking with his head down,33,2017
,,reputation,Call It What You Want,I'm the one he's walking to,34,2017
,,reputation,Call It What You Want,"So call it what you want, yeah",35,2017
,,reputation,Call It What You Want,Call it what you want to,36,2017
,,reputation,Call It What You Want,My baby's fly like a jet stream,37,2017
,,reputation,Call It What You Want,High above the whole scene,38,2017
,,reputation,Call It What You Want,Loves me like I'm brand new,39,2017
,,reputation,Call It What You Want,"Call it what you want, call it what you want, call it",40,2017
